,E0,J,K',K0,Ksym,L,Qsym,m*,Max_mass,R(1.4),lambda(1.4)
SkSC10,-15.934919341571955,22.684252220092603,368.4541135402423,227.92031343262386,-167.85460737787605,20.02089757274241,384.2573071617887,1.0,1.5256750583648682,8.909545572964616,53.16893578752602
SkSC11,-15.839658584265294,28.820336814724868,366.5314997428918,226.95900658201393,-319.95803463025663,0.40329359289763084,688.4641768768926,1.0,5.321620477616307e-08,0.0002953580114990473,1.2818248290533376e+16
SkSC14,-15.895358484507028,29.748720237054144,367.52245046663637,227.45448191911248,-196.98528971728425,33.931630856708196,442.5186747536733,1.0,1.4364573955535889,8.691642414258691,33.667264505714584
SkSC15,-15.855208877442124,27.949623058323255,366.5907873930303,226.98865040560108,-276.114872157089,8.751943216004486,600.777847546241,1.0,8.497370799886994e-06,0.0002953580114990473,3.484022838531195e+17
SkSC2,-15.874018645564448,24.657891785837684,367.3022391946931,227.34437628864612,-221.72957682436385,12.473073571637169,492.0072514422613,1.0,1.1300233602523804,7.044084072113037,40.80485153198242
SkSC3,-15.820235025850726,27.001956507796507,366.0698720464748,226.72817724946188,-287.66360845595597,3.021761139292917,623.8752868635485,1.000000141837676,0.0,0.0,0.0
SkSC4,-15.839658584265294,28.820336814724868,366.5314997428918,226.95900658201393,-319.95803463025663,0.40329359289763084,688.4641768768926,1.0,6.475350033952054e-08,0.0002953580114990473,1.13921860042752e+16
SkSC4o,-15.819426430557385,27.057162910329453,366.2223569957407,226.80443521616695,-328.02679285884346,-6.90341772786511,704.601694140942,1.0,0.0,0.0,0.0
SkSC5,-15.821117656380096,31.03987224563268,366.0910771990052,226.73879532108117,-364.16783598039973,-3.9905507282260393,776.883783998159,1.0,2.666326359701543e-08,0.0002953580114990473,3.606276162034074e+16
SkSC6,-15.89535848450707,24.493248457449212,367.52245046663626,227.45448191911242,-219.69933916771754,12.48670301332228,487.94677592594485,1.0,1.1482670307159424,7.109945297241211,39.000064849853516
SkT,-15.309739121500108,25.447660625258724,-21.18225400384671,377.67014753627734,-266.28805704114694,24.729081683766893,71.3409818384381,0.5872171900191161,2.019714832305908,11.198788122758822,285.91537466742585
SkT1,-15.952087928802925,31.558332401960925,367.78924489225983,227.58787912525437,-130.79917532617225,55.906996362869776,310.14643935283794,1.0,1.8246023654937744,11.373318668668963,264.5766374439968
SkT2,-15.916658740562085,31.538297540711692,366.942278461709,227.16439593115305,-130.63288759195518,55.888463713715666,309.8138638677749,1.0,1.8236500024795532,11.369707842861358,263.7985941136208
SkT3,-15.917846659386157,31.04612905747184,367.02697510476406,227.20674425056325,-128.12109583888852,55.03990621796147,304.7902801104625,1.0,1.8293137550354004,11.352478908650122,264.95766163275044
SkT4,-15.934123110025823,35.069747565704425,374.90376290888764,231.1451379557053,-24.27525278668994,93.0722231547454,97.09858362148105,1.0,2.2322168350219727,13.512898971220928,936.3369329591281
SkT5,-15.957965029813778,35.609949240704424,411.1991236568931,190.6951840298073,-24.27525278668994,94.6928281797454,97.09858362148105,1.0,2.0795230865478516,13.319209446390808,823.053711671267
SkT6,-15.937395225863128,29.723429755125146,368.0009864998977,227.69374992377973,-205.20138941323768,31.801734435582244,458.9508749671901,1.0,1.3762092590332031,8.263408660888672,25.213449478149414
SkT7,-15.912068554803325,29.289902443160432,358.56479881676324,227.84500299294447,-203.7643166954494,31.993271847948687,427.7345483893735,0.8359084079513975,1.4011948108673096,8.406782665851567,24.826924173952197
SkT8,-15.917027237499525,29.671038837291146,358.5152119898012,227.79541616598246,-182.62969848544967,34.384519870044194,464.02178974364017,0.8360670109188899,1.647879958152771,9.839638031091473,95.88555069417261
SkT9,-15.85805383775443,29.531248766020997,358.47428320368647,227.77633514681474,-181.24272464350662,34.324935348047774,461.04673085267245,0.83606701091889,1.6535866260528564,9.87057678449941,98.41668346059619
SkTK,-16.614445130949655,34.60667730609759,309.0780757488157,227.8158991604882,-204.26791945146434,43.550529818901104,489.4354223772071,0.6270672483669103,1.6908156871795654,10.315124268495461,118.7696206967373
SkX,-16.032131592188637,31.22061774893139,303.2277028183989,275.4816625969891,-255.93266400930455,32.699163047051904,384.8752341332542,0.9930868680979976,1.3660591840744019,8.415510177612305,27.694568634033203
SkXce,-15.839789291685376,30.330938088496225,300.8239522683871,272.9151980331851,-242.34100103720493,33.15103343202241,362.2255937943925,1.0063134579717368,1.4420827627182007,8.943656627367721,39.71944149619217
SkXm,-16.025420485369885,31.080870175893864,372.98766949927443,233.9903435779467,-238.88526663993312,32.637945617320085,422.6211721394937,0.9663475791347692,0.5925475358963013,7.208885192871094,1869.68017578125
Skyrme1p,-15.97212839798016,29.488846048620594,-153.32081726864712,378.83584117147683,-264.2289033843782,34.806785881595026,143.0123122900068,0.9105818320117498,2.214977741241455,11.656534743875458,362.1282122077696
T,-15.905877846870041,28.11263935404414,365.7564608392897,226.57136552952568,-199.94868614130888,28.282529201517484,448.4456260041522,1.0,1.3808465003967285,8.207145690917969,24.571138381958008
UNEDF0,-16.031213508711716,30.21799279550991,389.4777872681379,222.84361345999983,-183.50519703256305,45.47776764102161,279.9889428539585,1.1082969406171073,1.0171525478363037,9.251331329345703,399.9713439941406
UNEDF1,-15.780085931066056,28.852494592979347,397.3950883569449,216.6879199652524,-176.7907138957696,40.23477871173494,319.76844200566,1.0075448728320822,1.1544885635375977,0.0,0.0
Z,-15.950720828769931,27.030805181864512,61.05512709849944,322.47451632799863,-643.8329725109352,-46.40826765821708,485.8635356937576,0.8441959132814946,0.0,0.0,0.0
ZR1a,-16.78603039173204,11.370008815704423,-174.77745051866594,324.76026188395815,-392.73096968668995,-39.43627924525459,97.09858362148105,1.0,1.3906939029693604,6.670917510986328,2.8309457302093506
ZR1b,-16.786030391732048,19.250623815704422,-174.77745051866594,324.76026188395815,-392.73096968668995,-15.7944342452546,97.09858362148105,1.0,1.1959630250930786,6.038735389709473,4.013089179992676
ZR1c,-16.78603039173204,31.071546315704424,-174.77745051866594,324.76026188395815,-392.73096968668995,19.668333254745406,97.09858362148105,1.0,1.3526094022608959e-08,0.0002953580114990473,-3.298392075665408e+16
ZR2a,-16.812157480274152,4.00536090424653,140.52052400132368,271.6025198192456,-339.57322762197737,-63.18053178407385,412.3965581414706,1.0,0.0,0.0,0.0
ZR2b,-16.812157480274152,13.36413090424653,140.52052400132368,271.6025198192456,-339.57322762197737,-35.104221784073864,412.3965581414706,1.0,2.772561025210507e-08,0.0002953580114990473,-1.5980365348864e+16
ZR2c,-16.812157480274152,27.402285904246533,140.52052400132368,271.6025198192456,-339.57322762197737,7.01024321592615,412.3965581414706,1.0,0.0,0.0,0.0
ZR3a,-16.851133576300015,-121.55566299972762,412.9907149911343,173.99645813573605,-241.96716593846787,-442.77125495118037,684.8667491312813,1.0,0.0,0.0,0.0
ZR3b,-16.851133576300015,-87.07689299972765,412.9907149911343,173.99645813573605,-241.96716593846787,-339.3349449511804,684.8667491312813,1.0,2.2051626729080454e-06,0.0002953580114990473,-1934893056.0
ZR3c,-16.851133576300015,-35.35873799972762,412.9907149911343,173.99645813573605,-241.96716593846787,-184.18047995118036,684.8667491312813,1.0,0.0,0.0,0.0
Zs,-15.840150390787178,27.0315951494027,347.25535169048715,220.76865148006235,-382.8803721775839,-23.478649606219992,844.1172961476526,0.7890687453584733,3.814174078797805e-07,0.0002953580114990473,-13092935172096.0
Zss,-15.926129264714605,28.84177222651861,349.21742823450296,223.24537031658988,-318.48104823791414,-0.7032479790733082,695.9991170605151,0.7809230058808079,0.0,0.0,0.0
f+,-3.5846303604786574,-5.126051832556657,511.0157379858905,344.5828920819827,-484.6012053180557,-142.09242149300212,1007.6656549741097,0.7065188436752557,0.0,0.0,0.0
f-,-3.6713250480143653,8.811765530643331,509.76703878739784,344.0309932436689,-333.0357050162847,-70.34127962348282,863.6083489498616,0.7061879029307933,1.640153408050537,8.29483744369856,12.853824115951513
f0,-3.633189870172737,0.29938018050650417,510.4576011707771,344.3561721732231,-426.1104785431026,-114.19656465739767,950.7466081879096,0.7062796763103073,1.0693790912628174,5.6865386962890625,6.210160255432129
s10hs20,-16.071172348659093,33.32298640595855,375.53501073410376,234.34322864648757,-127.16647000963435,61.94898489595041,306.08400102023853,0.9742932225978509,1.8955097198486328,11.860106910575801,347.0573853969994
s10s16,-16.010233192398807,31.086696291863277,375.93589541187765,234.5118666308907,-178.45200798917804,40.01753642666463,456.6789710100718,0.974570704413055,1.6840749979019165,10.190729208233927,120.25806638294902
s10s20,-16.064703459454627,33.46261619697201,376.15994539078696,234.9576456566732,-101.40340369084032,66.31735445492666,304.38361952753814,0.9716777783128726,2.0203609466552734,12.265045485499547,454.0318979175884
s10s24,-16.119138302243144,36.169966537616666,376.84718732412756,235.73740046739888,-27.52931433190746,92.80624860495026,158.6690268385558,0.9679232259032337,2.261051654815674,13.544345152877305,927.0233002058579
s11hs20,-16.07085220445675,33.298447515085535,374.4578429370389,234.5592634492624,-118.9494677299063,62.932000859233845,309.60237871918997,0.9677814505868894,1.9413812160491943,11.987413810172633,379.3753844624278
s11s16,-16.012547624034077,31.09192959823416,374.920291574365,234.70835947712675,-178.72699041769263,40.022487007304726,456.06901051610265,0.9684860439804293,1.685077428817749,10.196306681296345,120.7103669674455
s11s20,-16.066013187838564,33.41642200303201,375.01100159110337,235.0567160596962,-103.13358610242905,65.81374682574057,306.49357323059894,0.9658916147220664,2.0151755809783936,12.236273884965225,446.2918083160558
s11s24,-16.1199208845942,36.174713968774405,375.9931419707499,236.06222233865554,-28.062234935243872,92.74846470222764,158.51078896974272,0.9615184819443663,2.261200428009033,13.545829936867776,927.2103665693164
s12hs20,-16.058365265984076,33.015584570757824,376.035494094951,233.82530478535617,-120.47408426158789,62.625083979466446,294.1950677811515,0.9810136122308567,1.9158649444580078,11.93196932448304,367.4416657594415
s12s16,-15.995742867218619,30.747453788763174,376.5113600289646,234.14770706642645,-174.2910443637106,39.984740748130704,449.4632253475171,0.980271169922714,1.6975042819976807,10.248404865656486,126.81690613236145
s12s20,-16.051573317392382,33.16220963289113,376.689231653886,234.52685730924964,-95.04399457811779,66.93731422365464,293.0382577709408,0.9777251768298122,2.0367965698242188,12.313681917678478,472.9926173879936
s12s24,-16.107069356940755,35.892643620115,377.22650828774397,235.24245998133563,-19.790338910449975,93.81510468929125,145.06945651252414,0.9738298136875224,2.277292490005493,13.572820549138628,954.2269056410922
s15hs20,-16.09227638823418,33.64122456369586,362.83894469606827,223.20096602054375,-144.58940564425504,58.312142908099084,329.6171417767494,0.7165912788273138,1.8240927457809448,11.601411692142207,283.29567730628673
s15s16,-16.032479600426534,31.474332129405095,367.5227969270562,219.92357676111553,-191.3972048521836,37.5227764678158,462.64969873449024,0.7373511898126093,1.5633007287979126,9.632755950554227,73.73073062349863
s15s20,-16.09675034190134,33.843125908882996,362.98120660325446,222.9582019043132,-133.29430010158592,61.11023256132438,319.4881572576676,0.7177669626844236,1.8802485466003418,11.861743076949352,335.5285682733673
s15s24,-16.144646086512218,36.42853494874703,364.6706854393858,224.60830990045358,-85.36755916999873,82.66696395081367,197.79618907859103,0.7139584936491442,2.074695587158203,13.13378407214554,692.6318606640864
s16hs20,-16.055490639024427,32.81378810860784,376.8429456346152,230.67401834350687,-151.67679334110633,58.612379995120705,267.6274293862051,0.9073053362699695,1.6918747425079346,11.280092298923684,229.78866568732695
s16s16,-15.980419447877457,30.340982158971723,377.25569397482803,230.02437624779952,-171.0420403213652,39.33814306371143,442.65668525222236,0.9134326362730297,1.6926196813583374,10.234261888052671,125.87160681711451
s16s20,-16.038594482500784,32.87416803128092,377.54861175407785,230.8185762491814,-93.44378245919542,66.70551175033742,282.21931719339585,0.9086845999757183,2.028815269470215,12.312056615930514,473.75046821232996
s16s24,-16.090645063782095,35.517354481988285,378.22877411197163,231.5726613541334,-23.106525853797084,92.58851660871552,136.10517397705894,0.9055915566155851,2.256974935531616,13.529546477059453,936.2950659674265
s17hs20,-16.124004074201615,34.495050261859355,357.25974683668994,225.63831964975105,-49.519895292271926,74.79369385446898,323.6896374132517,0.6987585606582065,2.2322232723236084,12.963139082871349,676.4630721541764
s17s16,-16.03128320748652,31.2099755612426,369.7279557191448,216.01819304910273,-176.77944362388004,39.13896907233464,457.0320286629997,0.7577546097333421,1.6285216808319092,9.975175554893937,98.6769428579702
s17s20,-16.098630290926458,33.29312170053965,366.29824710041447,215.31328242756288,-127.5727475896628,59.52035652997823,332.73965840756966,0.754844641091772,1.8607730865478516,11.665372928851609,302.1556211996225
s17s24,-16.105404702523913,36.0342934891013,370.7420414338396,220.10361858064073,-69.87517351816831,84.07111962394715,191.25675594746903,0.7419736212688195,2.104630708694458,13.174220974669753,723.768050703562
s18hs20,-16.077544301168604,33.32875350124625,378.60237490468387,213.16903257859911,-150.9100437003838,56.40774133352156,330.7378528818804,0.7868567879311905,1.6799715757369995,11.004834167187585,187.92543914391618
s18s16,-16.00603451097584,31.289010427711442,380.2848998589261,214.65558961686818,-174.4784651144091,39.18762244329059,466.0823717588844,0.7830333627525765,1.6273086071014404,9.970887014560244,98.30158879596591
s18s20,-16.082558256254586,33.79561905120597,378.72873020388283,213.14183938002793,-111.09912893075688,65.00064690524655,304.39973405858257,0.7872240756657215,1.909089207649231,12.015681637601952,374.5074700155419
s18s24,-16.121457855138516,36.04014067012089,380.32966898597573,214.6007212877213,-63.867268001988855,85.25214424540052,185.91556588506148,0.783373873940862,2.0935311317443848,13.162295732749152,722.327527161153
s3hs20,-16.09563385677188,34.16973205069768,379.7157034657937,212.2498338722648,-73.31578912830786,68.66309164420998,354.4061106541753,0.7933533900382754,2.0927445888519287,12.467898330767364,504.8591100551867
s3s16,-16.10645132852352,31.790241207326833,383.6623042568369,207.96844283063757,-171.62741279757464,39.97794923305691,485.6937555557677,0.8225214460524081,1.6093469858169556,9.834707957908375,88.26219418140172
s3s20,-16.16061449626278,34.02026041203567,383.2750667692054,209.78745144364987,-118.9178265004025,61.75184984804215,353.50051420292647,0.8124598064861718,1.8736809492111206,11.741501792580685,313.84646752379984
s3s24,-16.203125727944244,36.57826128388703,384.5774702437801,211.01523311723082,-68.67555709017377,83.72959519911373,228.79073240983035,0.8089165012450564,2.0740814208984375,13.051361458635347,665.3650665486397
s6hs20,-16.08906604734986,33.68517034157058,360.172169018907,221.14895500940216,-137.04038637928568,59.27733542368009,331.0707289305495,0.699443917837712,1.8646247386932373,11.746317095132756,312.30888616980985
s6s16,-16.0205496602592,31.506483545535083,366.99304219702015,216.27191720467073,-188.1536328280266,37.78129747929331,463.19228873699103,0.7280655572985971,1.5670206546783447,9.655452347604085,74.98834206692352
s6s20,-16.080735103610905,33.738322797665546,362.3711106297017,219.64212607947445,-134.82697616125867,59.92662154173101,328.05111003717633,0.7081767397419363,1.8633488416671753,11.761443739900958,314.9233453640025
s6s24,-16.1306741356909,36.428113981110876,364.3079219603266,221.54446761336314,-87.02695646645478,82.10770837627807,202.41686053859243,0.7038866266579756,2.061298131942749,13.092319455049585,674.5974184907544
s7hs20,-16.050498668326203,33.04556561470786,399.4236184145392,213.1175681823037,-120.1734922621065,61.25480830917306,316.0947186750104,0.9868901056709904,1.80179762840271,11.526788560971564,278.8491675274371
s7s16,-15.987336911916955,30.811386027579314,399.28642854189826,212.95620358513077,-158.82079545220392,40.86955386216283,466.3655540077052,0.9876962375103614,1.6525959968566895,10.04839103543142,108.04753715142841
s7s20,-16.044167857780412,33.1890787962357,399.808641787273,213.6637777382008,-90.18827223651635,66.132972447396,315.16111261464374,0.9838897951776998,1.9658639430999756,12.085433096743929,407.8982912122945
s7s24,-16.100693502670904,35.84121923455189,400.4021452463055,214.5667392992476,-25.887435806394922,91.04352879795658,174.0983808797532,0.9788188234882206,2.191898822784424,13.360728963837715,839.7127766692447
s8hs20,-16.06102895330078,33.22215064532308,373.97654865791117,237.28841722161582,-123.31638132130288,63.11150538371154,289.48616354118093,1.0040410353799514,1.9167444705963135,11.968311409898952,373.6361252333029
s8ps12,-15.967441092066332,28.859032490672167,374.92048636019194,234.07711395179152,-279.5968730977898,11.750687011312102,587.8278077689409,1.0403008013059838,0.9069650173187256,5.062921524047852,7.565140247344971
s8ps14,-15.996975372055593,29.859332238141302,374.5046827906266,234.14280094936757,-238.32692551874524,24.917822167784255,507.83487062521624,1.0374728565551725,1.0631986856460571,7.245507717132568,59.709022521972656
s8ps16,-16.0268845253496,30.936101623053116,374.12433860918907,234.38551104010415,-198.06619521457944,38.05158070836595,430.08522773953626,1.0330653271263408,1.4730689525604248,9.114823626817726,47.46571820305619
s8ps18,-16.055725645529847,32.08913685789738,373.772008675433,234.89242467939602,-158.88507639878515,51.12618081327037,354.873878520182,1.0262174412106806,1.726707100868225,10.89223696031467,186.82237255358515
s8ps20,-16.08398246930079,33.309087459879485,374.0314315498753,235.22332808575126,-120.74299491338998,64.18689383567308,280.8397874173952,1.024263647908233,1.9121379852294922,11.98656061391289,377.03879411222226
s8ps22,-16.111592725248162,34.60496173365141,374.44726559473116,235.7327953300712,-83.4461481131298,77.25825925978265,208.62438245161496,1.02135255150525,2.0625598430633545,12.79114351702544,604.9570472877061
s8s16,-15.995651553140451,30.846716662234385,374.01007003348514,237.43734002983766,-176.62492576751302,40.08464746770666,448.88136130670057,1.0027950517695232,1.7030878067016602,10.272162562696845,129.06266666846756
s8s20,-16.051939957646766,33.30368606721637,374.34820590710865,237.842116792367,-95.15260989951976,67.46769475577338,292.1261084733839,1.000614084765734,2.04959774017334,12.35915315949372,485.5464780943282
s8s24,-16.107386085514303,36.01646888607354,374.69840875957306,238.40888724141632,-18.809453602766588,94.33667307738801,145.6774804113582,0.9969856127022397,2.2897632122039795,13.601590156555176,968.345515927409
s9hs20,-16.07114284628739,33.33767591968982,381.1804886580375,207.50946747924866,-149.94504718727637,56.72801884988657,325.6082993445991,0.7893135499933158,1.6382472515106201,10.844703001135752,166.28656892333387
s9s16,-16.01704389449977,31.150800257053557,380.9545589186502,205.56414315259119,-166.37252434758588,39.845348304463755,462.3607494501395,0.7980589711623565,1.610065221786499,9.872001572844152,91.28447728601449
s9s20,-16.07298520343271,33.64929087792766,381.5035744608222,207.04521900152983,-106.9058015514713,64.71301865710753,309.20562443736964,0.7920676865252737,1.8997876644134521,11.95382938631064,361.9084595773895
s9s24,-16.11946829274832,36.00524081152157,383.03493070915187,208.60584276848775,-62.56766016131258,84.7558841441798,194.6311583659856,0.7875593792030603,2.0776286125183105,13.098183747891719,696.2084815252406
ska25s20,-16.047967896388272,33.31291424321868,399.38820678092395,213.91524820007692,-115.28928408037942,63.272545067528476,306.73208730932885,0.9804066460204716,1.8331552743911743,11.706633715384305,312.0547511282254
ska35s15,-15.99038351630607,30.499804799618857,374.5571025160201,236.5203187112791,-221.03152849354424,30.908501563335566,478.18328190192653,1.014237048297348,1.3251508474349976,8.117952346801758,28.363306045532227
ska35s20,-16.056022193726417,33.43820975211939,374.4660897141612,237.96185952827798,-119.40425577297843,64.68948395590112,282.5896711146071,1.0000567382813723,1.9381957054138184,12.087792448759286,400.86196623143195
ska35s25,-16.116462555151188,36.85654839221198,376.20180989359733,239.80167142962821,-23.527686049540645,98.53643586152391,97.27650506785616,0.991213041610841,2.275379180908203,13.787133175969242,1048.4122655744186
ska45s20,-16.058176668040115,33.57022349036559,335.0893320159342,263.2965887083624,-121.19836516795446,66.42856396044162,254.06179870449364,1.0240086660346752,2.0547804832458496,12.447186652088583,503.6946863985755
v070,-15.782435158432326,28.013488990203733,383.38913117972885,230.20588679936003,-359.9980328971725,-3.102918823746403,590.0575643989231,1.049793304507039,0.0,0.0,0.0
v075,-15.782419016804447,28.010203758794933,383.38929259600764,230.20604821563882,-340.3636147823308,0.0685287396828656,585.3347532175436,1.049792490365713,0.0,0.0,0.0
v080,-15.772022454835376,28.007398204476754,383.15219588806974,230.08752681390686,-324.210264419304,2.5870746473557245,583.2555525422227,1.0497922185457882,2.709260549238479e-08,0.0008860444650053978,-8867398606127104.0
v090,-15.772031375174954,28.00453566759982,383.1521066846738,230.08743761051093,-302.99246841326493,5.363976006871677,591.1991604283702,1.0497926684639052,0.0,0.0,0.0
v100,-15.772001365888434,28.000792766497085,383.1524067775392,230.08773770337618,-280.2694257456777,9.018329165126008,586.0566507603683,1.0497911548771335,0.0,0.0,0.0
v105,-15.772021705123874,28.002426099196892,383.1522033851848,230.08753431102184,-283.3929402200435,7.378714392135384,609.5764022491655,1.0497921807323587,0.0,0.0,0.0
v110,-15.772041052664072,28.001976079580334,383.15200990978275,230.0873408356198,-278.5406894839163,7.8053027118274025,615.5743866154578,1.0497931565710592,1.6947743892669678,0.0,0.0
